FindingID,ReviewID,Protocol,InterventionID,Intervention_Name,Comparison,OutcomeMeasureID,Outcome_Measure,Outcome_Domain,Period,Sample_Description,Is_Subgroup,Outcome_Sample_Size,Outcome_Measure_Intervention_Sample_Size,Outcome_Measure_Comparison_Sample_Size,Intervention_Clusters_Sample_Size,Comparison_Clusters_Sample_Size,Intervention_Mean,Comparison_Mean,Intervention_Standard_Deviation,Comparison_Standard_Deviation,Effect_Size_Study,Effect_Size_WWC,Improvement_Index,p_Value_Study,p_Value_WWC,ICC,Clusters_Total,Is_Statistically_Significant,Finding_Rating,ESSA_Rating,L1_Unit_of_Analysis,FavorableUnfavorableDesignation
4717,71988,Single Study Review,1168,Motivational Interviewing (MI),None,84,Reading grades,Academic achievement,Posttest,Full sample,False,102,49,53,,,,,9.2,9.42,0.07,,3,,0.724666580091797,,,False,,,Student,
4718,71988,Single Study Review,1168,Motivational Interviewing (MI),None,2485,English grades,Academic achievement,Posttest,Full sample,False,102,49,53,,,,,7.67,9.18,0.21,,8,,0.291839432880051,,,False,,,Student,
4719,71988,Single Study Review,1168,Motivational Interviewing (MI),None,64,Mathematics grades,Academic achievement,Posttest,Full sample,False,102,49,53,,,,,8.25,8.58,0.34,,13,,0.0893023417528595,,,False,,,Student,
4720,71988,Single Study Review,1168,Motivational Interviewing (MI),None,2486,Science grades,Academic achievement,Posttest,Full sample,False,102,49,53,,,,,9.15,8.35,0.02,,1,,0.919816123915112,,,False,,,Student,
4721,71993,Science,1180,Literacy-embedded science,Business as usual,2487,Test 1 (Physics) Passing,Science Achievement,,Aggregate,False,263,84,179,2,2,0.95,0.91,,,0.47,,18,,0.365793315398743,0.2,,False,,,Student,
4723,71993,Science,1180,Literacy-embedded science,Business as usual,2488,Test 2 (Chemistry) Passing,Science Achievement,,Aggregate,False,263,84,179,2,2,0.98,0.84,,,1.28,,40,,0.0150355316196056,0.2,,True,1,Evidence Tier 3,Student,
4724,71993,Science,1180,Literacy-embedded science,Business as usual,2489,Test 3 (Mid-term) Passing,Science Achievement,,Aggregate,False,263,84,179,2,2,0.93,0.76,,,0.92,,32,,0.0783839569440532,0.2,,False,,,Student,
4725,71993,Science,1180,Literacy-embedded science,Business as usual,2490,Test 4 (Earth/Space) Passing,Science Achievement,,Aggregate,False,263,84,179,2,2,0.94,0.77,,,1.01,,34,,0.0536953369812384,0.2,,False,,,Student,
4726,71993,Science,1180,Literacy-embedded science,Business as usual,2491,Test 6 (Final) Passing,Science Achievement,,Aggregate,False,263,84,179,2,2,0.98,0.77,,,1.5,,43,,0.00459492748691681,0.2,,True,1,Evidence Tier 3,Student,
4727,71993,Science,1180,Literacy-embedded science,Business as usual,2492,TAKS Passing,Science Achievement,,Aggregate,False,263,84,179,2,2,0.96,0.89,,,0.73,,27,,0.161321789505941,0.2,,False,,,Student,
4728,71993,Science,1180,Literacy-embedded science,Business as usual,2487,Test 1 (Physics) Passing,Science Achievement,,Male - ,True,135,42,93,2,2,0.98,0.96,,,0.27,,11,,0.613303315296303,0.2,,False,,,Student,
4729,71993,Science,1180,Literacy-embedded science,Business as usual,2488,Test 2 (Chemistry) Passing,Science Achievement,,Male - ,True,135,42,93,2,2,0.98,0.85,,,1.28,,40,,0.0186549297910431,0.2,,True,,,Student,
4730,71993,Science,1180,Literacy-embedded science,Business as usual,2489,Test 3 (Mid-term) Passing,Science Achievement,,Male - ,True,135,42,93,2,2,0.96,0.76,,,1.17,,38,,0.0310199991422835,0.2,,True,,,Student,
4731,71993,Science,1180,Literacy-embedded science,Business as usual,2490,Test 4 (Earth/Space) Passing,Science Achievement,,Male - ,True,135,42,93,2,2,0.98,0.79,,,1.49,,43,,0.00651882349695998,0.2,,True,,,Student,
4732,71993,Science,1180,Literacy-embedded science,Business as usual,2491,Test 6 (Final) Passing,Science Achievement,,Male - ,True,135,42,93,2,2,1,0.8,,,3.34,,50,,2.19662849021418E-08,0.2,,True,,,Student,
4733,71993,Science,1180,Literacy-embedded science,Business as usual,2492,TAKS Passing,Science Achievement,,Male - ,True,135,42,93,2,2,1,0.92,,,2.73,,50,,2.28662811641023E-06,0.2,,True,,,Student,
4734,71993,Science,1180,Literacy-embedded science,Business as usual,2487,Test 1 (Physics) Passing,Science Achievement,,Hispanic - ,True,177,64,113,2,2,0.95,0.97,,,-0.29,,-11,,0.571469621340259,0.2,,False,,,Student,
4735,71993,Science,1180,Literacy-embedded science,Business as usual,2488,Test 2 (Chemistry) Passing,Science Achievement,,Hispanic - ,True,177,64,113,2,2,0.97,0.88,,,0.89,,31,,0.08489836318581,0.2,,False,,,Student,
4736,71993,Science,1180,Literacy-embedded science,Business as usual,2489,Test 3 (Mid-term) Passing,Science Achievement,,Hispanic - ,True,177,64,113,2,2,0.94,0.86,,,0.59,,22,,0.251028228249131,0.2,,False,,,Student,
4737,71993,Science,1180,Literacy-embedded science,Business as usual,2490,Test 4 (Earth/Space) Passing,Science Achievement,,Hispanic - ,True,177,64,113,2,2,0.94,0.85,,,0.63,,24,,0.220573932524143,0.2,,False,,,Student,
4738,71993,Science,1180,Literacy-embedded science,Business as usual,2491,Test 6 (Final) Passing,Science Achievement,,Hispanic - ,True,177,64,113,2,2,0.98,0.8,,,1.6,,45,,0.00237199876095173,0.2,,True,,,Student,
4739,71993,Science,1180,Literacy-embedded science,Business as usual,2492,TAKS Passing,Science Achievement,,Hispanic - ,True,177,64,113,2,2,0.97,0.96,,,0.19,,8,,0.710669445839046,0.2,,False,,,Student,
4740,71993,Science,1180,Literacy-embedded science,Business as usual,2487,Test 1 (Physics) Passing,Science Achievement,,African American - ,True,86,20,66,2,2,0.96,0.8,,,1.1,,36,,0.0720882871047074,0.2,,False,,,Student,
4741,71993,Science,1180,Literacy-embedded science,Business as usual,2488,Test 2 (Chemistry) Passing,Science Achievement,,African American - ,True,86,20,66,2,2,1,0.77,,,3.47,,50,,3.41820037719209E-07,0.2,,True,,,Student,
4742,71993,Science,1180,Literacy-embedded science,Business as usual,2489,Test 3 (Mid-term) Passing,Science Achievement,,African American - ,True,86,20,66,2,2,0.91,0.59,,,1.22,,39,,0.0467825729618637,0.2,,True,,,Student,
4743,71993,Science,1180,Literacy-embedded science,Business as usual,2490,Test 4 (Earth/Space) Passing,Science Achievement,,African American - ,True,86,20,66,2,2,0.96,0.62,,,1.62,,45,,0.00915724926804073,0.2,,True,,,Student,
4744,71993,Science,1180,Literacy-embedded science,Business as usual,2491,Test 6 (Final) Passing,Science Achievement,,African American - ,True,86,20,66,2,2,0.95,0.72,,,1.26,,40,,0.0402589916099734,0.2,,True,,,Student,
4745,71993,Science,1180,Literacy-embedded science,Business as usual,2492,TAKS Passing,Science Achievement,,African American - ,True,86,20,66,2,2,0.95,0.78,,,1.08,,36,,0.0772670806678286,0.2,,False,,,Student,
4746,71994,English Language Learners,1179,Longitudinal Instructional English Intervention for ELLs,Business as usual,2493,Letter Word,Reading achievement,Spring Posttest,Males,False,108,44,64,8,10,451.1,457.14,23.8,24.66,-0.25,-0.246646623318395,-10,,0.204517949057032,,,False,,,Student,
4747,71994,English Language Learners,1179,Longitudinal Instructional English Intervention for ELLs,Business as usual,1139,Woodcock-Johnson (WJ): Word Attack subtest,Reading achievement,Spring Posttest,Males,False,108,44,64,8,10,479.28,482.37,15,17.21,-0.19,-0.187655719237484,-8,,0.334138409019072,,,False,,,Student,
4748,71994,English Language Learners,1179,Longitudinal Instructional English Intervention for ELLs,Business as usual,1098,Passage Comprehension,Reading achievement,Spring Posttest,Males,False,108,44,64,8,10,453.99,460.98,18.27,17.31,-0.39,-0.39198798584423,-15,,0.0489799821573179,,,False,,,Student,
4749,72001,Primary Mathematics,436,Reasoning Mind,Business as usual,2494,TAKS,General Mathematics Achievement,End of 2010-2011 school year,Full sample,False,1207,534,673,8,8,702.69,684.67,,,0.18,,7,0,0.00207791082334219,,,True,2,Evidence Tier 2,Student,
4751,67254,Single Study Review,905,Big Brothers Big Sisters (BBBS),Unknown,1816,Absence without Excuse: Teacher Report,Emotional/internal behavior,,Youth Mentor Group,False,305,157,148,,,0.11,0.11,0.29,0.32,0,0,0,,0.99999,,,False,,,Student,
4752,67254,Single Study Review,905,Big Brothers Big Sisters (BBBS),Unknown,1817,Academic Self-Esteem: Child Report,Emotional/internal behavior,,Youth Mentor Group,False,397,202,195,,,3.13,3.13,0.71,0.79,0,0,0,,0.99999,,,False,,,Student,
4753,67254,Single Study Review,905,Big Brothers Big Sisters (BBBS),Unknown,1818,Assertiveness: Teacher Report,Emotional/internal behavior,,Youth Mentor Group,False,331,167,164,,,3.34,3.26,0.69,0.71,0.11,0.114028204804232,4,,0.317828446581364,,,False,,,Student,
4754,67254,Single Study Review,905,Big Brothers Big Sisters (BBBS),Unknown,1819,"Classroom Effort, Teacher Report",Emotional/internal behavior,,Youth Mentor Group,False,331,167,164,,,2.67,2.7,0.78,0.79,-0.04,-0.038130815624437,-2,,0.716223951092573,,,False,,,Student,
4755,67254,Single Study Review,905,Big Brothers Big Sisters (BBBS),Unknown,1820,"College expectations, Child Report",Emotional/internal behavior,,Youth Mentor Group,False,394,200,194,,,3.3,3.4,0.87,0.86,-0.12,-0.115373474074776,-5,,0.23466252892989,,,False,,,Student,
4756,67254,Single Study Review,905,Big Brothers Big Sisters (BBBS),Unknown,1821,Connectedness to School: Child report,Emotional/internal behavior,,Youth Mentor Group,False,416,212,204,,,3.01,3.05,0.63,0.69,-0.06,-0.0604868435332756,-2,,0.541153813382604,,,False,,,Student,
4757,67254,Single Study Review,905,Big Brothers Big Sisters (BBBS),Unknown,1822,Difficulty in Class: Teacher report,Emotional/internal behavior,,Youth Mentor Group,False,331,167,164,,,2.34,2.3,0.73,0.75,0.05,0.0539324581564764,2,,0.649570232318535,,,False,,,Student,
4758,67254,Single Study Review,905,Big Brothers Big Sisters (BBBS),Unknown,1823,Engaging in serious school misconduct: Teacher report,Emotional/internal behavior,,Youth Mentor Group,False,324,164,160,,,0.15,0.18,0.37,0.38,-0.08,-0.0798196456142099,-3,,0.472119298237338,,,False,,,Student,
4759,67254,Single Study Review,905,Big Brothers Big Sisters (BBBS),Unknown,1824,Misconduct outside of school: Child report,Emotional/internal behavior,,Youth Mentor Group,False,397,202,195,,,0.95,0.91,0.25,0.28,0.15,0.150566467755806,6,,0.136192129839648,,,False,,,Student,
4760,67254,Single Study Review,905,Big Brothers Big Sisters (BBBS),Unknown,1825,Number of assignments completed: Teacher report,Emotional/internal behavior,,Youth Mentor Group,False,327,166,161,,,2.99,2.95,1.07,0.93,0.04,0.0397676104140724,2,,0.717890167980778,,,False,,,Student,
4761,33123,Adolescent Literacy,464,Fast ForWord®,Business as usual,1516,North Carolina End of Grade Test,Comprehension,Posttest,Grade 4 - ,True,114,57,57,,,148.39,150.9,,,-0.35,,-14,,0.0642839008968376,,,False,,,Student,
4762,33123,Adolescent Literacy,464,Fast ForWord®,Business as usual,1516,North Carolina End of Grade Test,Comprehension,Posttest,Grade 5 - ,True,148,74,74,,,156.07,155.76,,,0.06,,2,,0.715661517364333,,,False,,,Student,
4763,33123,Adolescent Literacy,464,Fast ForWord®,Business as usual,1516,North Carolina End of Grade Test,Comprehension,Posttest,Grade 6 - ,True,78,39,39,,,149.8,151.59,,,-0.23,,-9,,0.312975679481231,,,False,,,Student,
4764,33123,Adolescent Literacy,464,Fast ForWord®,Business as usual,1516,North Carolina End of Grade Test,Comprehension,Posttest,Grade 7 - ,True,224,112,112,,,155.7,156.86,,,-0.18,,-7,,0.179348530161782,,,False,,,Student,
4765,33123,Adolescent Literacy,464,Fast ForWord®,Business as usual,1516,North Carolina End of Grade Test,Comprehension,Posttest,Grade 8 - ,True,146,73,73,,,157.7,158.18,,,-0.08,,-3,,0.629596253318259,,,False,,,Student,
4768,65547,Early Childhood Education,483,Creative Curriculum for Preschool,None,881,Peabody Picture Vocabulary Test III (PPVT-III),Oral language,,Preschool children,False,192,93,99,7,7,98.06,93.93,13.27,15.37,0.23,0.285841165988995,9,,0.395322205482179,0.2,,False,,,Student,
4769,65547,Early Childhood Education,483,Creative Curriculum for Preschool,None,900,Test of Language Development - Primary III (TOLD-PIII): Grammatic Understanding subtest,Oral language,,Preschool children,False,193,93,100,7,7,9.44,9.11,2.55,2.73,0.07,0.12428123003778,3,,0.795120816824244,0.2,,False,,,Student,
4770,65547,Early Childhood Education,483,Creative Curriculum for Preschool,None,971,Test of Early Reading Ability III (TERA-III),Print knowledge,,Preschool children,False,193,93,100,7,7,,,,,0.06,,2,,0.823863109961472,0.2,,False,,,Student,
4771,65547,Early Childhood Education,483,Creative Curriculum for Preschool,None,973,Woodcock-Johnson III (WJ-III): Letter-Word Identification subtest,Print knowledge,,Preschool children,False,193,93,100,7,7,,,,,-0.11,,-4,,0.683294938281459,0.2,,False,,,Student,
4772,65547,Early Childhood Education,483,Creative Curriculum for Preschool,None,974,Woodcock-Johnson III (WJ-III): Spelling subtest,Print knowledge,,Preschool children,False,193,93,100,7,7,,,,,0.2,,8,,0.458556573352763,0.2,,False,,,Student,
4773,65547,Early Childhood Education,483,Creative Curriculum for Preschool,None,687,Building Blocks Shape Composition Task,General Mathematics Achievement,,Preschool children,False,193,93,100,7,7,,,,,-0.13,,-5,,0.629744038468433,0.2,,False,,,Student,
4774,65547,Early Childhood Education,483,Creative Curriculum for Preschool,None,698,Child Math Assessment-Abbreviated (CMA-A) Composite score,General Mathematics Achievement,,Preschool children,False,193,93,100,7,7,,,,,0.03,,1,,0.911380514835404,0.2,,False,,,Student,
4775,65547,Early Childhood Education,483,Creative Curriculum for Preschool,None,861,Woodcock-Johnson III (WJ-III): Applied Problems subtest,General Mathematics Achievement,,Preschool children,False,193,93,100,7,7,,,,,0.07,,3,,0.795120816824244,0.2,,False,,,Student,
5049,1000002,Single Study Review,82,Reading Partners,Business as usual,203,Test of Word Reading Efficiency (TOWRE),Alphabetics,0 Days,All students,False,1147,585,562,585,562,92.78,91.37,,,0.11,,4,0.004,0.063533788466035,,,True,1,Evidence Tier 1,Student,
5050,1000002,Single Study Review,82,Reading Partners,Business as usual,15762,"Stanford Achievement Test, 10th Edition (SAT-10)",Comprehension,0 Days,All students,False,1146,579,567,579,567,592.42,588.94,,,0.1,,4,0.043,0.091581593430081,,,True,1,Evidence Tier 1,Student,
5051,1000002,Single Study Review,82,Reading Partners,Business as usual,1151,AIMSweb CBM Words Read Correct,Reading Fluency,0 Days,All students,False,1151,589,562,589,562,0.06,-0.03,,,0.09,,4,0.031,0.127996814576273,,,True,1,Evidence Tier 1,Student,
5052,1000002,Single Study Review,82,Reading Partners,Business as usual,203,Test of Word Reading Efficiency (TOWRE),Alphabetics,0 Days,Students in grades 2 and 3 - ,True,594,308,286,308,286,,,,,0.17,,7,0.002,0.0392882373080823,,,True,1,,Student,
5053,1000002,Single Study Review,82,Reading Partners,Business as usual,203,Test of Word Reading Efficiency (TOWRE),Alphabetics,0 Days,Students in grades 4 and 5 - ,True,557,281,276,281,276,,,,,0.05,,2,0.479,0.555636499462529,,,False,1,,Student,
5054,1000002,Single Study Review,82,Reading Partners,Business as usual,203,Test of Word Reading Efficiency (TOWRE),Alphabetics,0 Days,Male students - ,True,627,323,304,323,304,,,,,0.13,,5,0.014,0.104818701773073,,,True,1,,Student,
5055,1000002,Single Study Review,82,Reading Partners,Business as usual,203,Test of Word Reading Efficiency (TOWRE),Alphabetics,0 Days,Female students - ,True,514,266,248,266,248,,,0.1,0.1,0.09,,4,0.137,0.308742196955089,,,False,3,,Student,
5056,1000002,Single Study Review,82,Reading Partners,Business as usual,203,Test of Word Reading Efficiency (TOWRE),Alphabetics,0 Days,Students who are ELs - ,True,625,314,311,314,311,,,,,0.11,,4,0.041,0.170162356198356,,,True,1,,Student,
5057,1000002,Single Study Review,82,Reading Partners,Business as usual,203,Test of Word Reading Efficiency (TOWRE),Alphabetics,0 Days,Students who are not ELs - ,True,498,257,241,257,241,,,,,0.11,,4,0.061,0.220881619269132,,,False,1,,Student,
5058,1000002,Single Study Review,82,Reading Partners,Business as usual,15762,"Stanford Achievement Test, 10th Edition (SAT-10)",Comprehension,0 Days,Students in grades 2 and 3 - ,True,602,311,291,311,291,,,,,0.09,,4,0.132,0.270695982531684,,,False,1,,Student,
